"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"NKX2-3"	"0.5"	"0.66"	"NK2 homeobox 3"	"0.92485"	""	"2008"	"3"	"78"	"3"	"3"	"0"	"0"	""	""	"Transcription factor"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q8TAU0"	"C0156147"	"ENSG00000119919"	"159296"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2000"	"TNF"	"0.96"	"0.23"	"tumor necrosis factor"	"0.85687"	""	"2011"	"311"	"78"	"2"	"9"	"0"	"0"	""	""	"Signaling"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q5STB3,P01375"	"C0156147"	"ENSG00000232810"	"7124"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2000"	"IL6"	"0.96"	"0.24"	"interleukin 6"	"0.19935"	""	"2011"	"209"	"78"	"2"	"6"	"0"	"0"	"R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-74160,R-HSA-8953897"	"Signal Transduction,Disease,Immune System,Metabolism of proteins,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P05231,B4DVM1,B4DNQ5,B5MC21,Q75MH2"	"C0156147"	"ENSG00000136244"	"3569"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"PTPN2"	"0.83"	"0.5"	"protein tyrosine phosphatase non-receptor type 2"	"0.50712"	""	"2007"	"7"	"78"	"1"	"25"	"0"	"0"	"R-HSA-168256"	"Immune System"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"K7EQG9,P17706,Q59F91,A8K3N4"	"C0156147"	"ENSG00000175354"	"5771"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"ADIPOQ"	"0.92"	"0.34"	"adiponectin, C1Q and collagen domain containing"	"3.5736E-9"	""	"2011"	"43"	"78"	"1"	"3"	"0"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-74160"	"Developmental Biology,Metabolism,Gene expression (Transcription)"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"B2R773,A8K660,Q15848"	"C0156147"	"ENSG00000181092"	"9370"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2023"	"TNFSF15"	"0.75"	"0.54"	"TNF superfamily member 15"	"5.8255E-4"	""	"2023"	"9"	"78"	"1"	"8"	"0"	"0"	""	""	"Signaling"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"A0A0U5JA19,O95150"	"C0156147"	"ENSG00000181634"	"9966"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"IFNG"	"0.96"	"0.27"	"interferon gamma"	"0.10687"	""	"2011"	"132"	"78"	"1"	"19"	"0"	"0"	"R-HSA-168256,R-HSA-74160"	"Immune System,Gene expression (Transcription)"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"A0A7R8GUN6,P01579"	"C0156147"	"ENSG00000111537"	"3458"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"GC"	"0.88"	"0.45"	"GC vitamin D binding protein"	""	""	""	"25"	"78"	"0"	"11"	"0"	"0"	"R-HSA-1430728"	"Metabolism"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P02774"	"C0156147"	"ENSG00000145321"	"2638"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"GSTT1"	"0.92"	"0.4"	"glutathione S-transferase theta 1"	""	""	""	"145"	"78"	"0"	"0"	"0"	"0"	"R-HSA-1430728,R-HSA-9748784"	"Metabolism,Drug ADME"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"A0A0G2JRN4,P30711,Q4W251,A0A0G2JRQ5,Q4GZS9"	"C0156147"	""	"2952"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"MKI67"	"0.88"	"0.3"	"marker of proliferation Ki-67"	"3.6335E-28"	""	""	"24"	"78"	"0"	"1"	"0"	"0"	""	""	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P46013"	"C0156147"	"ENSG00000148773"	"4288"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"SELL"	"0.92"	"0.43"	"selectin L"	"1.5114E-10"	""	""	"5"	"78"	"0"	"2"	"0"	"0"	""	""	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P14151"	"C0156147"	"ENSG00000188404"	"6402"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"PTPN22"	"0.92"	"0.43"	"protein tyrosine phosphatase non-receptor type 22"	""	""	""	"45"	"78"	"0"	"7"	"0"	"0"	"R-HSA-168256"	"Immune System"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"G3K0T4,B4DZW8,Q9Y2R2"	"C0156147"	"ENSG00000134242"	"26191"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"MBL2"	"0.88"	"0.39"	"mannose binding lectin 2"	"0.027157"	""	""	"84"	"78"	"0"	"77"	"0"	"0"	""	""	"Receptor"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P11226"	"C0156147"	"ENSG00000165471"	"4153"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"PRF1"	"0.88"	"0.43"	"perforin 1"	"2.8861E-4"	""	""	"17"	"78"	"0"	"270"	"0"	"0"	"R-HSA-1643685"	"Disease"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P14222"	"C0156147"	"ENSG00000180644"	"5551"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"CD40"	"0.92"	"0.39"	"CD40 molecule"	"0.030332"	""	""	"37"	"78"	"0"	"34"	"0"	"0"	"R-HSA-168256"	"Immune System"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P25942,A0A0S2Z3C7,A0A8Q3SI60,A0A0S2Z349,Q6P2H9"	"C0156147"	"ENSG00000101017"	"958"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"HLA-DQB1"	"0.88"	"0.39"	"major histocompatibility complex, class II, DQ beta 1"	""	""	""	"135"	"78"	"0"	"67"	"0"	"0"	"R-HSA-168256"	"Immune System"	"Immune response"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P01920,Q5SU54,Q5Y7D3,Q5Y7A9,Q5Y7D6"	"C0156147"	"ENSG00000179344"	"3119"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"JAK2"	"0.88"	"0.36"	"Janus kinase 2"	"2.2125E-6"	""	""	"62"	"78"	"0"	"28"	"0"	"0"	"R-HSA-109582,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-4839726"	"Hemostasis,Signal Transduction,Cell Cycle,Disease,Immune System,Chromatin organization"	"Kinase"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"B4DYV1,A8K910,O60674"	"C0156147"	"ENSG00000096968"	"3717"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"OCLN"	"0.92"	"0.46"	"occludin"	"0.01655"	""	""	"15"	"78"	"0"	"16"	"0"	"0"	"R-HSA-5357801,R-HSA-74160"	"Programmed Cell Death,Gene expression (Transcription)"	"Cell-cell junction"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q16625,A8K3T2"	"C0156147"	"ENSG00000197822"	"100506658"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"FCGR2A"	"0.83"	"0.45"	"Fc gamma receptor IIa"	"2.3199E-4"	""	""	"45"	"78"	"0"	"8"	"0"	"0"	"R-HSA-1643685,R-HSA-168256"	"Disease,Immune System"	"Cell adhesion"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P12318"	"C0156147"	"ENSG00000143226"	"2212"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"HLA-DPA1"	"0.83"	"0.48"	"major histocompatibility complex, class II, DP alpha 1"	""	""	""	"11"	"78"	"0"	"59"	"0"	"0"	"R-HSA-168256"	"Immune System"	"Immune response"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P20036,X5CKE2"	"C0156147"	"ENSG00000231389"	"3113"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"LRRK2"	"0.83"	"0.48"	"leucine rich repeat kinase 2"	"9.346E-41"	""	""	"23"	"78"	"0"	"316"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q5S007,Q17RV3"	"C0156147"	"ENSG00000188906"	"120892"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"GSTM1"	"0.96"	"0.38"	"glutathione S-transferase mu 1"	""	""	""	"172"	"78"	"0"	"4"	"0"	"0"	"R-HSA-1430728,R-HSA-9748784"	"Metabolism,Drug ADME"	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"X5D932,X5DR03,P09488"	"C0156147"	"ENSG00000134184"	"2944"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"IL21R"	"0.83"	"0.54"	"interleukin 21 receptor"	"0.24466"	""	""	"14"	"78"	"0"	"131"	"0"	"0"	"R-HSA-168256"	"Immune System"	"Receptor"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"Q9HBE5"	"C0156147"	"ENSG00000103522"	"50615"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"ABCB1"	"0.92"	"0.33"	"ATP binding cassette subfamily B member 1"	"1.7784E-5"	""	""	"88"	"78"	"0"	"16"	"0"	"0"	"R-HSA-382551,R-HSA-9748784"	"Transport of small molecules,Drug ADME"	"Transporter"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"A4D1D2,P08183"	"C0156147"	"ENSG00000085563"	"5243"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"UGT1A1"	"0.88"	"0.46"	"UDP glucuronosyltransferase family 1 member A1"	"1.8484E-9"	""	""	"32"	"78"	"0"	"130"	"0"	"0"	""	""	""	"0.45"	"Disease or Syndrome (T047)"	"disease"	"P22309,Q5DT03"	"C0156147"	"ENSG00000241635"	"54658"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"SLC22A5"	"0.83"	"0.53"	"solute carrier family 22 member 5"	"8.2538E-10"	""	""	"23"	"78"	"0"	"469"	"0"	"0"	"R-HSA-1430728,R-HSA-1643685,R-HSA-382551"	"Metabolism,Disease,Transport of small molecules"	"Transporter"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"O76082"	"C0156147"	"ENSG00000197375"	"6584"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	""	"CLDN1"	"0.83"	"0.45"	"claudin 1"	"0.021021"	""	""	"11"	"78"	"0"	"3"	"0"	"0"	"R-HSA-1500931"	"Cell-Cell communication"	"Cell-cell junction"	"0.45"	"Disease or Syndrome (T047)"	"disease"	"O95832,A5JSJ9"	"C0156147"	"ENSG00000163347"	"9076"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"IRGM"	"0.63"	"0.61"	"immunity related GTPase M"	"0.3748"	""	"2011"	"6"	"78"	"4"	"9"	"0"	"0"	""	""	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A1A4Y4"	"C0156147"	"ENSG00000237693"	"345611"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"TAGAP"	"0.54"	"0.66"	"T cell activation RhoGTPase activating protein"	"0.016726"	""	"2022"	"3"	"78"	"2"	"1"	"0"	"0"	"R-HSA-162582"	"Signal Transduction"	"Enzyme modulator"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q8N103"	"C0156147"	"ENSG00000164691"	"117289"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2004"	"TLR9"	"0.88"	"0.41"	"toll like receptor 9"	"1.0365E-6"	""	"2007"	"24"	"78"	"2"	"6"	"0"	"0"	"R-HSA-162582,R-HSA-1643685,R-HSA-168256"	"Signal Transduction,Disease,Immune System"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q9NR96"	"C0156147"	"ENSG00000239732"	"54106"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2007"	"ATG16L1"	"0.83"	"0.53"	"autophagy related 16 like 1"	"0.26626"	""	"2008"	"5"	"78"	"2"	"13"	"0"	"0"	"R-HSA-9612973"	"Autophagy"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q676U5,Q53SV2,Q17RG0"	"C0156147"	"ENSG00000085978"	"55054"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"PDLIM5"	"0.88"	"0.54"	"PDZ and LIM domain 5"	"0.01463"	""	"2022"	"7"	"78"	"1"	"14"	"0"	"0"	""	""	"Cellular structure"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q96HC4,B7Z481,B7Z8X5"	"C0156147"	"ENSG00000163110"	"10611"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2015"	"HLA-DRB1"	"0.88"	"0.37"	"major histocompatibility complex, class II, DR beta 1"	""	""	"2015"	"135"	"78"	"1"	"21"	"0"	"0"	"R-HSA-168256"	"Immune System"	"Immune response"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P01911,X5DNQ0,D7RIH8,A0A224MM52,Q5Y7D1"	"C0156147"	"ENSG00000196126"	"3123"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"IL10RA"	"0.79"	"0.54"	"interleukin 10 receptor subunit alpha"	"1.9334E-4"	""	"2022"	"5"	"78"	"1"	"174"	"0"	"0"	"R-HSA-1643685,R-HSA-168256"	"Disease,Immune System"	"Receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q13651"	"C0156147"	"ENSG00000110324"	"3587"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"SMAD3"	"0.88"	"0.4"	"SMAD family member 3"	"0.99998"	""	"2010"	"44"	"78"	"1"	"455"	"0"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-74160"	"Developmental Biology,Signal Transduction,Disease,Immune System,Metabolism of proteins,Gene expression (Transcription)"	"Transcription factor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P84022,Q9P0T0"	"C0156147"	"ENSG00000166949"	"4088"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"PPARA"	"0.88"	"0.4"	"peroxisome proliferator activated receptor alpha"	"0.0034658"	""	"2011"	"41"	"78"	"1"	"5"	"0"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1852241,R-HSA-392499,R-HSA-400253,R-HSA-74160,R-HSA-8953897"	"Developmental Biology,Metabolism,Organelle biogenesis and maintenance,Metabolism of proteins,Circadian Clock,Gene expression (Transcription),Cellular responses to stimuli"	"Nuclear receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"F1D8S4,Q07869"	"C0156147"	"ENSG00000186951"	"5465"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"RELA"	"0.92"	"0.4"	"RELA proto-oncogene, NF-kB subunit"	"0.99992"	""	"2022"	"49"	"78"	"1"	"8"	"0"	"0"	""	""	"Transcription factor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A0A087X0W8,Q04206"	"C0156147"	"ENSG00000173039"	"5970"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2010"	"FN1"	"0.88"	"0.36"	"fibronectin 1"	"1.0"	""	"2010"	"37"	"78"	"1"	"109"	"0"	"0"	""	""	"Signaling"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"Q9UQS6,P02751,Q6MZF4,Q6N084,B7ZLE5,Q6MZM7"	"C0156147"	"ENSG00000115414"	"2335"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2016"	"MTHFR"	"0.88"	"0.34"	"methylenetetrahydrofolate reductase"	"1.0185E-11"	""	"2016"	"213"	"78"	"1"	"214"	"0"	"0"	"R-HSA-1430728"	"Metabolism"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P42898,Q59GJ6,Q8IU67"	"C0156147"	"ENSG00000177000"	"4524"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2011"	"PPARG"	"0.92"	"0.34"	"peroxisome proliferator activated receptor gamma"	"0.21172"	""	"2011"	"77"	"78"	"1"	"106"	"0"	"0"	"R-HSA-1266738,R-HSA-74160"	"Developmental Biology,Gene expression (Transcription)"	"Nuclear receptor"	"0.4"	"Disease or Syndrome (T047)"	"disease"	"E9PFV2,D2KUA6,E9PFX5,A0A494C1F9,P37231"	"C0156147"	"ENSG00000132170"	"5468"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2014"	"TCF7"	"0.79"	"0.53"	"transcription factor 7"	"0.1504"	""	"2014"	"2"	"78"	"1"	"2"	"0"	"0"	"R-HSA-1266738,R-HSA-162582,R-HSA-74160"	"Developmental Biology,Signal Transduction,Gene expression (Transcription)"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"P36402,B3KQ75"	"C0156147"	"ENSG00000081059"	"6932"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2022"	"DOK2"	"0.54"	"0.66"	"docking protein 2"	"3.7429E-13"	""	"2022"	"2"	"78"	"1"	"4"	"0"	"0"	"R-HSA-109582,R-HSA-1266738"	"Hemostasis,Developmental Biology"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"B4DKQ6,O60496"	"C0156147"	"ENSG00000147443"	"9046"	"protein-coding"	"0"	"0"	"0"
"disease of anatomical entity (7)"	"Crohn's disease of large bowel"	"Digestive System Diseases"	"1.0"	""	"2009"	"NLRP3"	"0.88"	"0.37"	"NLR family pyrin domain containing 3"	"9.3769E-6"	""	"2009"	"37"	"78"	"1"	"301"	"0"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-8953897"	"Disease,Immune System,Metabolism of proteins,Cellular responses to stimuli"	""	"0.4"	"Disease or Syndrome (T047)"	"disease"	"A0A7I2R3P8,Q96P20"	"C0156147"	"ENSG00000162711"	"114548"	"protein-coding"	"0"	"0"	"0"
